# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230569.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230569.1.all.q/P_pol_1/counts.txt" "/tmp/230569.1.all.q/P_pol_1/P_pol_1_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230569.1.all.q/P_pol_1/P_pol_1_sorted.bam
Tb927.8.3730	Tb927_08_v5.1	1117903	1118289	-	387	91
Tb927.8.3740	Tb927_08_v5.1	1118881	1119690	-	810	206
Tb927.8.3750	Tb927_08_v5.1	1120813	1122264	-	1452	3595
Tb927.8.3770	Tb927_08_v5.1	1124408	1125637	-	1230	616
Tb927.8.3780	Tb927_08_v5.1	1126727	1127227	-	501	728
Tb927.8.3790	Tb927_08_v5.1	1127842	1128513	-	672	868
Tb927.8.3800	Tb927_08_v5.1	1129045	1130856	-	1812	453
Tb927.8.3810	Tb927_08_v5.1	1132715	1133887	-	1173	1152
Tb927.8.3820	Tb927_08_v5.1	1137477	1138496	-	1020	1255
Tb927.8.3830	Tb927_08_v5.1	1139792	1142029	-	2238	595
Tb927.8.3840	Tb927_08_v5.1	1143111	1145336	-	2226	1764
Tb927.8.3850	Tb927_08_v5.1	1148943	1150103	-	1161	341
Tb927.8.3860	Tb927_08_v5.1	1150494	1151768	-	1275	677
Tb927.8.3870	Tb927_08_v5.1	1152105	1155722	-	3618	1685
Tb927.8.3880	Tb927_08_v5.1;Tb927_08_v5.1	1157696;1157696	1158421;1158607	-;-	912	376
Tb927.8.3890	Tb927_08_v5.1	1160256	1161233	-	978	332
Tb927.8.3900	Tb927_08_v5.1	1162882	1163994	-	1113	429
Tb927.8.3910	Tb927_08_v5.1	1164485	1165522	-	1038	297
Tb927.8.3920	Tb927_08_v5.1	1165683	1168526	-	2844	1038
Tb927.8.3930	Tb927_08_v5.1	1170056	1171984	-	1929	847
Tb927.8.3940	Tb927_08_v5.1	1178282	1179982	-	1701	943
Tb927.8.3950	Tb927_08_v5.1	1180246	1182990	-	2745	3533
Tb927.8.3960	Tb927_08_v5.1	1184116	1185345	-	1230	1161
Tb927.8.3970	Tb927_08_v5.1	1185733	1187034	-	1302	2596
Tb927.8.3980	Tb927_08_v5.1	1187664	1189781	-	2118	2375
Tb927.8.3990	Tb927_08_v5.1	1190781	1191653	-	873	642
Tb927.8.4000	Tb927_08_v5.1;Tb927_08_v5.1	1192394;1192394	1193206;1194304	-;-	1911	1774
Tb927.8.4010	Tb927_08_v5.1	1196773	1198413	-	1641	1458
Tb927.8.4020	Tb927_08_v5.1	1198784	1199512	-	729	628
Tb927.8.4030	Tb927_08_v5.1	1199747	1200385	-	639	588
Tb927.8.4040	Tb927_08_v5.1	1200841	1202361	-	1521	501
Tb927.8.4050	Tb927_08_v5.1	1203333	1205585	-	2253	1889
Tb927.8.4060	Tb927_08_v5.1	1206258	1208030	-	1773	179
Tb927.8.4070	Tb927_08_v5.1	1208402	1209130	-	729	844
Tb927.8.4080	Tb927_08_v5.1	1209365	1210003	-	639	410
Tb927.8.4090	Tb927_08_v5.1	1210459	1211979	-	1521	499
Tb927.8.4100	Tb927_08_v5.1	1212951	1215203	-	2253	1809
Tb927.8.4110	Tb927_08_v5.1	1215876	1217648	-	1773	178
Tb927.8.4120	Tb927_08_v5.1	1218017	1218745	-	729	911
Tb927.8.4130	Tb927_08_v5.1	1218980	1219615	-	636	683
Tb927.8.4140	Tb927_08_v5.1	1219868	1221082	-	1215	1343
Tb927.8.4150	Tb927_08_v5.1	1221646	1222548	-	903	2691
Tb927.8.4160	Tb927_08_v5.1	1223054	1226791	-	3738	3855
Tb927.8.4170	Tb927_08_v5.1	1227486	1230059	-	2574	3021
Tb927.8.4175	Tb927_08_v5.1	1230870	1231061	-	192	633
Tb927.8.4180	Tb927_08_v5.1	1231381	1232058	-	678	973
Tb927.8.4190	Tb927_08_v5.1	1234854	1235549	-	696	1802
Tb927.8.4200	Tb927_08_v5.1	1243077	1244960	-	1884	7
Tb927.8.4210	Tb927_08_v5.1	1248877	1250136	-	1260	1500
Tb927.8.4220	Tb927_08_v5.1	1251195	1251872	-	678	4906
Tb927.8.4230	Tb927_08_v5.1	1252921	1256169	-	3249	1476
Tb927.8.4240	Tb927_08_v5.1	1257778	1262847	-	5070	1794
Tb927.8.4250	Tb927_08_v5.1	1263323	1264723	-	1401	1297
Tb927.8.4260	Tb927_08_v5.1	1266035	1268854	-	2820	1990
Tb927.8.4270	Tb927_08_v5.1	1269510	1271363	-	1854	1995
Tb927.8.4280	Tb927_08_v5.1	1272380	1272754	-	375	3553
Tb927.8.4290	Tb927_08_v5.1	1273504	1274079	-	576	1174
Tb927.8.4300	Tb927_08_v5.1	1275366	1275947	-	582	239
Tb927.8.4310	Tb927_08_v5.1	1276524	1278470	-	1947	690
Tb927.8.4320	Tb927_08_v5.1	1279760	1284160	-	4401	5187
Tb927.8.4330	Tb927_08_v5.1	1286610	1287260	-	651	1844
Tb927.8.4340	Tb927_08_v5.1	1289218	1289820	-	603	62
Tb927.8.4350	Tb927_08_v5.1	1291050	1294157	-	3108	262
Tb927.8.4360	Tb927_08_v5.1	1296185	1300291	-	4107	552
Tb927.8.4370	Tb927_08_v5.1	1302405	1305137	-	2733	1176
Tb927.8.4380	Tb927_08_v5.1	1306377	1306694	-	318	2148
Tb927.8.4390	Tb927_08_v5.1	1307267	1308694	-	1428	2148
Tb927.8.4400	Tb927_08_v5.1	1309520	1311526	-	2007	2845
Tb927.8.4410	Tb927_08_v5.1	1312340	1313350	-	1011	684
Tb927.8.4420	Tb927_08_v5.1	1314334	1314870	-	537	509
Tb927.8.4430	Tb927_08_v5.1	1315431	1316456	-	1026	4450
Tb927.8.4440	Tb927_08_v5.1	1317567	1318670	-	1104	739
Tb927.8.4450	Tb927_08_v5.1	1319509	1320795	-	1287	3639
Tb927.8.4460	Tb927_08_v5.1	1321193	1324222	-	3030	3050
Tb927.8.4470	Tb927_08_v5.1;Tb927_08_v5.1	1324654;1324654	1325310;1325367	-;-	714	527
Tb927.8.4480	Tb927_08_v5.1	1325776	1326570	-	795	1241
Tb927.8.4490	Tb927_08_v5.1	1327356	1328621	-	1266	202
Tb927.8.4500	Tb927_08_v5.1	1331172	1333421	-	2250	1255
Tb927.8.4510	Tb927_08_v5.1	1335481	1337385	-	1905	853
Tb927.8.4520	Tb927_08_v5.1	1338692	1339225	-	534	333
Tb927.8.4530	Tb927_08_v5.1	1339993	1340814	-	822	638
Tb927.8.4540	Tb927_08_v5.1	1347029	1348681	-	1653	1829
Tb927.8.4550	Tb927_08_v5.1	1349440	1349991	-	552	573
Tb927.8.4560	Tb927_08_v5.1	1351074	1354850	-	3777	2504
Tb927.8.4570	Tb927_08_v5.1	1355519	1356523	-	1005	1292
Tb927.8.4580	Tb927_08_v5.1	1357391	1358842	-	1452	4128
Tb927.8.4590	Tb927_08_v5.1	1359362	1359967	-	606	1926
Tb927.8.4600	Tb927_08_v5.1	1360917	1361954	-	1038	777
Tb927.8.4610	Tb927_08_v5.1	1362784	1363440	-	657	1648
Tb927.8.4620	Tb927_08_v5.1	1364585	1365244	-	660	709
Tb927.8.4630	Tb927_08_v5.1	1365644	1366072	-	429	1239
Tb927.8.4640	Tb927_08_v5.1	1366682	1367839	-	1158	4356
Tb927.8.4650	Tb927_08_v5.1	1368096	1368602	-	507	885
Tb927.8.4660	Tb927_08_v5.1	1368846	1372010	-	3165	1432
Tb927.8.4670	Tb927_08_v5.1	1372419	1374164	-	1746	1743
Tb927.8.4680	Tb927_08_v5.1	1374612	1375526	-	915	1616
Tb927.8.4690	Tb927_08_v5.1	1376573	1376947	-	375	1145
Tb927.8.4695	Tb927_08_v5.1	1377243	1377446	-	204	619
Tb927.8.4700	Tb927_08_v5.1	1380123	1381499	-	1377	831
Tb927.8.4710	Tb927_08_v5.1	1383120	1384496	-	1377	678
Tb927.8.4720	Tb927_08_v5.1	1386103	1387479	-	1377	1178
Tb927.8.4730	Tb927_08_v5.1	1389086	1390462	-	1377	676
Tb927.8.4740	Tb927_08_v5.1	1392068	1393444	-	1377	1041
Tb927.8.4750	Tb927_08_v5.1	1395050	1395169	-	120	277
Tb927.8.4760	Tb927_08_v5.1;Tb927_08_v5.1	1396417;1396417	1397151;1397214	-;-	798	279
Tb927.8.4770	Tb927_08_v5.1	1403585	1404232	-	648	1302
Tb927.8.4780	Tb927_08_v5.1	1404852	1417307	-	12456	5793
Tb927.8.4790	Tb927_08_v5.1	1418180	1418896	-	717	673
Tb927.8.4800	Tb927_08_v5.1	1419244	1420482	-	1239	1108
Tb927.8.4810	Tb927_08_v5.1	1420939	1421772	-	834	3197
Tb927.8.4820	Tb927_08_v5.1	1422340	1424208	-	1869	4526
Tb927.8.4830	Tb927_08_v5.1	1424810	1425646	-	837	971
Tb927.8.4840	Tb927_08_v5.1	1426400	1429444	-	3045	335
Tb927.8.4850	Tb927_08_v5.1	1429752	1430654	-	903	729
Tb927.8.4860	Tb927_08_v5.1	1430975	1433014	-	2040	1530
Tb927.8.4870	Tb927_08_v5.1	1433426	1437040	-	3615	5547
Tb927.8.4880	Tb927_08_v5.1	1437486	1441508	-	4023	3979
Tb927.8.4890	Tb927_08_v5.1	1441902	1443230	-	1329	1071
Tb927.8.4895	Tb927_08_v5.1	1450520	1450828	+	309	631
Tb927.8.4900	Tb927_08_v5.1	1452352	1455438	+	3087	1245
Tb927.8.4910	Tb927_08_v5.1	1455685	1456029	+	345	1482
Tb927.8.4920	Tb927_08_v5.1	1457055	1458620	+	1566	1655
Tb927.8.4930	Tb927_08_v5.1	1459002	1459919	+	918	2417
Tb927.8.4940	Tb927_08_v5.1	1460551	1462203	+	1653	2421
Tb927.8.4950	Tb927_08_v5.1	1463533	1467903	+	4371	3103
Tb927.8.4960	Tb927_08_v5.1	1470223	1474602	+	4380	2685
Tb927.8.4970	Tb927_08_v5.1	1474818	1476620	+	1803	5669
Tb927.8.4980	Tb927_08_v5.1	1476972	1478774	+	1803	4921
Tb927.8.4990	Tb927_08_v5.1	1479126	1480928	+	1803	4939
Tb927.8.5000	Tb927_08_v5.1	1481280	1483082	+	1803	5864
Tb927.8.5010	Tb927_08_v5.1	1483434	1485236	+	1803	4891
Tb927.8.5020	Tb927_08_v5.1	1486247	1487578	+	1332	1970
Tb927.8.5030	Tb927_08_v5.1	1488407	1488988	+	582	1627
Tb927.8.5040	Tb927_08_v5.1	1489698	1490534	+	837	1720
Tb927.8.5050	Tb927_08_v5.1	1491897	1494137	+	2241	133
Tb927.8.5060	Tb927_08_v5.1	1495996	1496565	+	570	729
Tb927.8.5070	Tb927_08_v5.1	1497534	1497926	+	393	4201
Tb927.8.5080	Tb927_08_v5.1	1498758	1500545	+	1788	196
Tb927.8.5090	Tb927_08_v5.1	1502733	1508078	+	5346	7718
Tb927.8.5100	Tb927_08_v5.1	1509141	1517783	+	8643	3930
Tb927.8.5110	Tb927_08_v5.1	1518354	1521920	+	3567	443
Tb927.8.5120	Tb927_08_v5.1	1527060	1527404	+	345	10118
Tb927.8.5130	Tb927_08_v5.1	1529691	1531424	+	1734	1870
Tb927.8.5140	Tb927_08_v5.1	1532194	1533921	+	1728	457
Tb927.8.5150	Tb927_08_v5.1	1534992	1535279	+	288	954
Tb927.8.5160	Tb927_08_v5.1	1536362	1539991	+	3630	1265
Tb927.8.5170	Tb927_08_v5.1	1541890	1545477	+	3588	2449
Tb927.8.5180	Tb927_08_v5.1	1546393	1546770	+	378	993
Tb927.8.5190	Tb927_08_v5.1	1547313	1548083	+	771	75
Tb927.8.5200	Tb927_08_v5.1	1549691	1555057	+	5367	4763
Tb927.8.5210	Tb927_08_v5.1	1555689	1559174	+	3486	1841
Tb927.8.5220	Tb927_08_v5.1	1559611	1562757	+	3147	2345
Tb927.8.5230	Tb927_08_v5.1	1563400	1564248	+	849	1463
Tb927.8.5240	Tb927_08_v5.1	1564714	1568028	+	3315	1449
Tb927.8.5250	Tb927_08_v5.1	1569226	1570821	+	1596	3900
Tb927.8.5260	Tb927_08_v5.1	1571668	1571823	+	156	25543
Tb927.8.5270	Tb927_08_v5.1	1572272	1573111	+	840	155
Tb927.8.5280	Tb927_08_v5.1	1573771	1574544	+	774	1816
Tb927.8.5290	Tb927_08_v5.1	1575347	1577200	+	1854	1780
Tb927.8.5300	Tb927_08_v5.1	1577951	1579639	+	1689	2285
Tb927.8.5310	Tb927_08_v5.1	1581890	1582936	+	1047	1840
Tb927.8.5320	Tb927_08_v5.1	1583661	1584062	+	402	469
Tb927.8.5330	Tb927_08_v5.1	1584470	1585141	+	672	2446
Tb927.8.5340	Tb927_08_v5.1	1586878	1587465	+	588	9
Tb927.8.5350	Tb927_08_v5.1	1590541	1591053	-	513	43
Tb927.8.5360	Tb927_08_v5.1	1592618	1593034	-	417	393
Tb927.8.5370	Tb927_08_v5.1	1593473	1594849	-	1377	1478
Tb927.8.5380	Tb927_08_v5.1	1595368	1595661	-	294	1375
Tb927.8.5390	Tb927_08_v5.1	1596786	1598180	-	1395	1014
Tb927.8.5400	Tb927_08_v5.1	1599150	1601975	-	2826	2269
Tb927.8.5410	Tb927_08_v5.1	1603879	1605765	-	1887	2147
Tb927.8.5420	Tb927_08_v5.1	1606120	1607364	-	1245	1560
Tb927.8.5430	Tb927_08_v5.1	1607692	1608339	-	648	1000
Tb927.8.5440	Tb927_08_v5.1	1613150	1613806	+	657	1267
Tb927.8.5450	Tb927_08_v5.1	1614773	1616239	+	1467	2279
Tb927.8.5460	Tb927_08_v5.1	1617393	1618616	+	1224	959
Tb927.8.5465	Tb927_08_v5.1	1618985	1619641	+	657	1436
Tb927.8.5470	Tb927_08_v5.1	1620010	1620711	+	702	2746
Tb927.8.5480	Tb927_08_v5.1	1622908	1623933	+	1026	668
Tb927.8.5490	Tb927_08_v5.1	1624945	1626816	+	1872	4814
Tb927.8.5500	Tb927_08_v5.1	1627649	1629388	+	1740	896
Tb927.8.5510	Tb927_08_v5.1	1630582	1631772	+	1191	1985
Tb927.8.5520	Tb927_08_v5.1	1633126	1633680	+	555	1257
Tb927.8.5530	Tb927_08_v5.1	1634072	1635259	+	1188	2232
Tb927.8.5540	Tb927_08_v5.1	1635647	1636465	+	819	1786
Tb927.8.5550	Tb927_08_v5.1	1637126	1637605	+	480	229
Tb927.8.5560	Tb927_08_v5.1	1638752	1640353	+	1602	1890
Tb927.8.5570	Tb927_08_v5.1	1640987	1642936	+	1950	2021
Tb927.8.5580	Tb927_08_v5.1	1644049	1658481	+	14433	3138
Tb927.8.5590	Tb927_08_v5.1	1661197	1662009	+	813	1289
Tb927.8.5600	Tb927_08_v5.1	1663004	1664002	+	999	4578
Tb927.8.5610	Tb927_08_v5.1;Tb927_08_v5.1	1665038;1665119	1666534;1666534	+;+	1497	1288
Tb927.8.5620	Tb927_08_v5.1	1666879	1671138	+	4260	2397
Tb927.8.5630	Tb927_08_v5.1	1673093	1674265	+	1173	2572
Tb927.8.5640	Tb927_08_v5.1	1675402	1676403	+	1002	3054
Tb927.8.5650	Tb927_08_v5.1	1677389	1680133	+	2745	4527
Tb927.8.5660	Tb927_08_v5.1	1680466	1681122	+	657	686
Tb927.8.5670	Tb927_08_v5.1	1681520	1682044	+	525	1302
Tb927.8.5680	Tb927_08_v5.1	1682722	1684545	+	1824	1336
Tb927.8.5690	Tb927_08_v5.1	1685081	1686187	+	1107	887
Tb927.8.5700	Tb927_08_v5.1	1686435	1687631	+	1197	1685
Tb927.8.5710	Tb927_08_v5.1	1688593	1691349	+	2757	2243
Tb927.8.5720	Tb927_08_v5.1	1693582	1695138	+	1557	2083
Tb927.8.5730	Tb927_08_v5.1	1695647	1697068	+	1422	1286
Tb927.8.5740	Tb927_08_v5.1	1697458	1698126	+	669	503
Tb927.8.5750	Tb927_08_v5.1	1698547	1701183	+	2637	2426
Tb927.8.5760	Tb927_08_v5.1	1701926	1703362	+	1437	1801
Tb927.8.5770	Tb927_08_v5.1	1704764	1706803	+	2040	1863
Tb927.8.5780	Tb927_08_v5.1	1707584	1708114	+	531	2958
Tb927.8.5790	Tb927_08_v5.1	1708629	1709102	+	474	3105
Tb927.8.5800	Tb927_08_v5.1	1710009	1710485	+	477	583
Tb927.8.5810	Tb927_08_v5.1	1710893	1711750	+	858	886
Tb927.8.5820	Tb927_08_v5.1	1712208	1713344	+	1137	1627
Tb927.8.5830	Tb927_08_v5.1	1713778	1714812	+	1035	1809
Tb927.8.5840	Tb927_08_v5.1	1715165	1715758	+	594	1016
Tb927.8.5850	Tb927_08_v5.1	1716183	1728797	+	12615	3482
Tb927.8.5860	Tb927_08_v5.1	1729272	1730177	+	906	1798
Tb927.8.5870	Tb927_08_v5.1	1730748	1731122	+	375	229
Tb927.8.5880	Tb927_08_v5.1	1732407	1732925	+	519	5437
Tb927.8.5890	Tb927_08_v5.1	1734298	1734972	+	675	1110
Tb927.8.5900	Tb927_08_v5.1	1735242	1735637	+	396	539
Tb927.8.5910	Tb927_08_v5.1	1736177	1737091	+	915	108
Tb927.8.5920	Tb927_08_v5.1	1737667	1738266	+	600	39
Tb927.8.5930	Tb927_08_v5.1	1739188	1739703	+	516	37
Tb927.8.5940	Tb927_08_v5.1	1742429	1743847	+	1419	1898
Tb927.8.5950	Tb927_08_v5.1	1745474	1746529	+	1056	1427
Tb927.8.5960	Tb927_08_v5.1	1746896	1747393	+	498	1504
Tb927.8.5970	Tb927_08_v5.1	1748496	1750724	+	2229	2964
Tb927.8.5980	Tb927_08_v5.1	1751038	1753449	+	2412	2534
Tb927.8.5990	Tb927_08_v5.1	1753999	1755573	+	1575	2925
Tb927.8.6000	Tb927_08_v5.1	1755945	1757240	+	1296	2144
Tb927.8.6010	Tb927_08_v5.1	1758758	1759258	+	501	817
Tb927.8.6020	Tb927_08_v5.1	1760257	1761366	+	1110	923
Tb927.8.6030	Tb927_08_v5.1	1761665	1762159	+	495	31769
Tb927.8.6033	Tb927_08_v5.1	1762430	1762534	+	105	4543
Tb927.8.6036	Tb927_08_v5.1	1762977	1763081	+	105	4741
Tb927.8.6038	Tb927_08_v5.1	1763493	1763597	+	105	6406
Tb927.8.6040	Tb927_08_v5.1	1764176	1764895	+	720	1241
Tb927.8.6050	Tb927_08_v5.1	1765192	1765953	+	762	1135
Tb927.8.6060	Tb927_08_v5.1	1766446	1767660	+	1215	4696
Tb927.8.6070	Tb927_08_v5.1	1768762	1773000	+	4239	2979
Tb927.8.6080	Tb927_08_v5.1	1774417	1775418	+	1002	1325
Tb927.8.6090	Tb927_08_v5.1	1778351	1778818	+	468	841
Tb927.8.6100	Tb927_08_v5.1	1781130	1784261	+	3132	1461
Tb927.8.6110	Tb927_08_v5.1	1785314	1786813	+	1500	2521
Tb927.8.6120	Tb927_08_v5.1	1788119	1789045	+	927	566
Tb927.8.6130	Tb927_08_v5.1	1789528	1790418	+	891	1104
Tb927.8.6140	Tb927_08_v5.1	1791563	1792741	+	1179	1728
Tb927.8.6150	Tb927_08_v5.1	1795601	1796263	+	663	38539
Tb927.8.6160	Tb927_08_v5.1	1796603	1797265	+	663	35278
Tb927.8.6170	Tb927_08_v5.1	1797668	1799677	+	2010	8240
Tb927.8.6180	Tb927_08_v5.1	1800753	1801184	+	432	30145
Tb927.8.6190	Tb927_08_v5.1	1801629	1801892	+	264	369
Tb927.8.6200	Tb927_08_v5.1	1802875	1806906	+	4032	4138
Tb927.8.6210	Tb927_08_v5.1	1807590	1810439	+	2850	3023
Tb927.8.6220	Tb927_08_v5.1	1810913	1812631	+	1719	2559
Tb927.8.6230	Tb927_08_v5.1	1812959	1813948	+	990	1962
Tb927.8.6240	Tb927_08_v5.1	1814348	1815148	+	801	5779
Tb927.8.6250	Tb927_08_v5.1	1816925	1819000	+	2076	3369
Tb927.8.6260	Tb927_08_v5.1	1819639	1822482	+	2844	2227
Tb927.8.6270	Tb927_08_v5.1	1822881	1824698	+	1818	1883
Tb927.8.6280	Tb927_08_v5.1	1825049	1825798	+	750	439
Tb927.8.6290	Tb927_08_v5.1	1826055	1827320	+	1266	1956
Tb927.8.6300	Tb927_08_v5.1	1828071	1829528	+	1458	1442
Tb927.8.6310	Tb927_08_v5.1	1830137	1830499	+	363	375
Tb927.8.6320	Tb927_08_v5.1	1830967	1832220	+	1254	1245
Tb927.8.6330	Tb927_08_v5.1	1832611	1835271	+	2661	4027
Tb927.8.6340	Tb927_08_v5.1	1836244	1837254	+	1011	63
Tb927.8.6350	Tb927_08_v5.1	1841843	1844206	+	2364	345
Tb927.8.6360	Tb927_08_v5.1	1846913	1849612	+	2700	1714
Tb927.8.6370	Tb927_08_v5.1	1850987	1852321	+	1335	816
Tb927.8.6380	Tb927_08_v5.1	1854640	1855443	+	804	869
Tb927.8.6390	Tb927_08_v5.1	1855921	1856763	+	843	3967
Tb927.8.6400	Tb927_08_v5.1	1857359	1858069	+	711	1201
Tb927.8.6410	Tb927_08_v5.1	1858415	1859839	+	1425	1763
Tb927.8.6420	Tb927_08_v5.1	1860404	1861900	+	1497	1116
Tb927.8.6430	Tb927_08_v5.1	1862445	1862762	+	318	1269
Tb927.8.6440	Tb927_08_v5.1	1863511	1864065	+	555	2357
Tb927.8.6450	Tb927_08_v5.1	1866734	1867099	+	366	3459
Tb927.8.6460	Tb927_08_v5.1	1868062	1868601	+	540	933
Tb927.8.6470	Tb927_08_v5.1	1869082	1870719	+	1638	1903
Tb927.8.6480	Tb927_08_v5.1	1871121	1872140	+	1020	1242
Tb927.8.6490	Tb927_08_v5.1	1873114	1876353	+	3240	628
Tb927.8.6500	Tb927_08_v5.1	1880338	1881957	+	1620	1516
Tb927.8.6510	Tb927_08_v5.1	1883490	1884086	+	597	965
Tb927.8.6520	Tb927_08_v5.1	1884528	1885772	+	1245	1823
Tb927.8.6530	Tb927_08_v5.1	1886096	1887214	+	1119	1276
Tb927.8.6540	Tb927_08_v5.1	1887580	1888635	+	1056	1074
Tb927.8.6550	Tb927_08_v5.1	1888924	1889745	+	822	964
Tb927.8.6560	Tb927_08_v5.1	1890102	1891223	+	1122	1140
Tb927.8.6570	Tb927_08_v5.1	1898759	1899433	-	675	135
Tb927.8.6580	Tb927_08_v5.1	1902208	1904037	-	1830	1931
Tb927.8.6590	Tb927_08_v5.1	1905878	1906792	-	915	211
Tb927.8.6600	Tb927_08_v5.1	1908788	1909735	-	948	284
Tb927.8.6610	Tb927_08_v5.1	1910441	1911478	-	1038	535
Tb927.8.6620	Tb927_08_v5.1	1911911	1913026	-	1116	936
Tb927.8.6630	Tb927_08_v5.1	1915539	1916177	-	639	882
Tb927.8.6640	Tb927_08_v5.1	1917871	1919685	-	1815	2906
Tb927.8.6650	Tb927_08_v5.1	1925250	1927250	-	2001	205
Tb927.8.6660	Tb927_08_v5.1	1928705	1930528	-	1824	5145
Tb927.8.6670	Tb927_08_v5.1	1931282	1932814	-	1533	1811
Tb927.8.6680	Tb927_08_v5.1	1933277	1933771	-	495	896
Tb927.8.6690	Tb927_08_v5.1	1934721	1939367	-	4647	3134
Tb927.8.6700	Tb927_08_v5.1	1941150	1942793	-	1644	181
Tb927.8.6710	Tb927_08_v5.1	1943647	1945431	-	1785	109
Tb927.8.6720	Tb927_08_v5.1	1946288	1948135	-	1848	67
Tb927.8.6730	Tb927_08_v5.1	1948980	1950764	-	1785	100
Tb927.8.6740	Tb927_08_v5.1	1950955	1952799	-	1845	1670
Tb927.8.6750	Tb927_08_v5.1	1953555	1954067	-	513	10853
Tb927.8.6760	Tb927_08_v5.1	1955165	1955677	-	513	1998
Tb927.8.6770	Tb927_08_v5.1	1956199	1957458	-	1260	2903
Tb927.8.6780	Tb927_08_v5.1	1957895	1959079	-	1185	1707
Tb927.8.6790	Tb927_08_v5.1	1960007	1964359	-	4353	3951
Tb927.8.6800	Tb927_08_v5.1	1964868	1966418	-	1551	1793
Tb927.8.6810	Tb927_08_v5.1	1967088	1968389	-	1302	1869
Tb927.8.6820	Tb927_08_v5.1	1968807	1970099	-	1293	1723
Tb927.8.6830	Tb927_08_v5.1	1971562	1977021	-	5460	4471
Tb927.8.6840	Tb927_08_v5.1	1978050	1980713	-	2664	1296
Tb927.8.6850	Tb927_08_v5.1	1981257	1982117	-	861	857
Tb927.8.6860	Tb927_08_v5.1	1982971	1985217	-	2247	3349
Tb927.8.6870	Tb927_08_v5.1	1986193	1988703	-	2511	2054
Tb927.8.6880	Tb927_08_v5.1	1988869	1991463	-	2595	1424
Tb927.8.6890	Tb927_08_v5.1	1991804	1992070	-	267	4909
Tb927.8.6900	Tb927_08_v5.1	1992261	1992896	-	636	779
Tb927.8.6910	Tb927_08_v5.1	1993116	1993703	-	588	1131
Tb927.8.6920	Tb927_08_v5.1	1993981	1994775	-	795	1423
Tb927.8.6930	Tb927_08_v5.1	1999223	2000518	+	1296	969
Tb927.8.6940	Tb927_08_v5.1	2000856	2005238	+	4383	4207
Tb927.8.6950	Tb927_08_v5.1	2005570	2005920	+	351	852
Tb927.8.6960	Tb927_08_v5.1	2006213	2007370	+	1158	1878
Tb927.8.6970	Tb927_08_v5.1	2007562	2009598	+	2037	3118
Tb927.8.6980	Tb927_08_v5.1	2010423	2012924	+	2502	2081
Tb927.8.6990	Tb927_08_v5.1	2013381	2013674	+	294	440
Tb927.8.7000	Tb927_08_v5.1	2016396	2016959	+	564	1244
Tb927.8.7010	Tb927_08_v5.1	2017120	2017728	+	609	1419
Tb927.8.7020	Tb927_08_v5.1	2018034	2021228	+	3195	5481
Tb927.8.7030	Tb927_08_v5.1	2021607	2022518	+	912	981
Tb927.8.7040	Tb927_08_v5.1	2022925	2023494	+	570	1603
Tb927.8.7050	Tb927_08_v5.1	2023844	2025208	+	1365	1296
Tb927.8.7060	Tb927_08_v5.1	2025469	2030205	+	4737	1572
Tb927.8.7070	Tb927_08_v5.1	2030791	2031741	+	951	531
Tb927.8.7080	Tb927_08_v5.1	2032599	2037164	+	4566	3446
Tb927.8.7090	Tb927_08_v5.1	2037964	2040594	+	2631	3670
Tb927.8.7100	Tb927_08_v5.1	2041100	2047645	+	6546	7768
Tb927.8.7110	Tb927_08_v5.1	2048672	2049994	+	1323	18
Tb927.8.7120	Tb927_08_v5.1	2053438	2054808	+	1371	3421
Tb927.8.7130	Tb927_08_v5.1	2056483	2057112	+	630	419
Tb927.8.7140	Tb927_08_v5.1	2057460	2058650	+	1191	671
Tb927.8.7150	Tb927_08_v5.1	2059144	2060274	+	1131	642
Tb927.8.7160	Tb927_08_v5.1	2060877	2061902	+	1026	466
Tb927.8.7170	Tb927_08_v5.1	2062780	2063952	+	1173	2423
Tb927.8.7180	Tb927_08_v5.1	2064371	2065057	+	687	771
Tb927.8.7190	Tb927_08_v5.1	2065377	2066315	+	939	713
Tb927.8.7200	Tb927_08_v5.1	2067646	2071017	+	3372	2772
Tb927.8.7210	Tb927_08_v5.1	2071616	2072065	+	450	132
Tb927.8.7220	Tb927_08_v5.1	2072492	2074444	+	1953	1629
Tb927.8.7230	Tb927_08_v5.1	2076055	2076879	+	825	982
Tb927.8.7240	Tb927_08_v5.1	2077889	2079013	+	1125	535
Tb927.8.7250	Tb927_08_v5.1	2079756	2080553	+	798	289
Tb927.8.7260	Tb927_08_v5.1	2082953	2086039	+	3087	1499
Tb927.8.7270	Tb927_08_v5.1	2088199	2089416	+	1218	507
Tb927.8.7280	Tb927_08_v5.1	2089883	2090626	+	744	205
Tb927.8.7290	Tb927_08_v5.1	2091209	2092798	+	1590	740
Tb927.8.7300	Tb927_08_v5.1	2096002	2097087	-	1086	4
Tb927.8.7310	Tb927_08_v5.1	2098103	2098768	-	666	2
Tb927.8.7320	Tb927_08_v5.1	2099897	2100982	-	1086	8
